id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
FNM0L,4YWP,Basement (A room below the ground floor),6,7,Yes,A person is grasping some clothes.  Then a person is walking to the stove.,chair;clothes;mirror;stove;table;towel,"the person sit in the chair put glasses, cleaning the mobile phone with some fear",c059 2.10 32.00;c034 12.90 17.60;c035 7.20 14.40;c033 7.20 17.80;c093 7.70 32.00;c095 10.10 17.50;c151 0.00 7.70;c011 0.50 32.00;c009 27.40 32.00;c038 8.60 17.60;c014 8.10 32.00;c036 13.30 18.40,30.58
39TDM,4OHY,Other,6,5,Yes,A person sets a laptop on a shelf in the pantry.  The person watches a cute cat video on the laptop while snuggling a pillow.,chair;laptop;pillow;table,"A person is holding a pillow while sitting in a chair. A person then begins sneezing.;This person is appears to be in a room, sneezing, sitting and on a laptop placed on a table.",c076 0.00 33.00;c051 0.00 33.00;c059 0.00 33.00;c153 24.30 33.00;c009 0.00 9.80;c011 0.00 33.00,31.75
4Y1AW,6RE8,Kitchen,7,6,Yes,"A person is sitting in the pantry, eating some food while talking on the phone. The person pauses the conversation to take a picture of themselves.",camera;chair;food;phone;picture,"A person is sitting on a chair on their phone.  The person begins consuming food.  The person then takes a selfie with the phone.;The person is sitting in a chair talking on the phone. They eat some food, then take a picture of themself with a camera.",c019 0.00 35.00;c061 0.00 26.30;c156 0.00 32.80;c059 0.00 35.00;c087 29.30 35.00;c063 14.60 20.30;c015 0.00 35.00;c016 23.00 35.00,34.21
P6P6L,2RTW,Dining room,6,6,Yes,"A person is holding their laptop. The person sets down their laptop, and takes a pillow from the sofa.",chair;picture;table,A person is looking at a picture. A person begins smiling,c152 19.50 26.90;c088 6.60 26.90;c059 0.00 31.00;c011 0.00 31.00,29.75
JH47V,D0RU,Hallway,6,6,Yes,"One person is pouring a soda and drinking, while nearby groceries are stacked in a box.",box;chair;cup;dish;glass;groceries;table,The man pours mountain dew into a glass and drinks it while sitting. The camera then moves to a box.,c106 23.90 32.20;c108 0.00 17.00;c011 0.00 33.30;c118 0.00 23.80;c059 0.00 33.30;c109 0.00 23.50,36.96
NUMAW,2RTW,Kitchen,6,6,Yes,"In the entryway, a person is smiling and using a vacuum.  Another person is sneezing and sitting in a chair at a desk.",chair;floor;homework;table;vacuum,"A person is sitting at a table doing homework, while another person is using a vacuum;One person is using a vacuum while another person is sitting at a table doing homework.",c059 0.00 31.00;c137 0.00 31.00;c153 1.70 12.20;c011 0.00 31.00;c127 6.50 13.00;c152 23.00 28.40,30.50
DHPNN,2RTW,Home Office / Study (A room in a house used for work),6,6,Yes,"A person is sitting at a desk, working. Another person is throwing food at the first person.",chair;desk;food;homework;paper/notebook;table,"A person is sitting at a desk working on homework, another person is thorwing food at person A.",c011 0.00 32.00;c064 8.80 15.50;c149 0.00 4.60;c059 0.00 32.00;c145 5.10 32.00,30.71
CKUYC,OUKK,Recreation room / Man cave,7,7,Yes,A person is sitting on a chair in the rec room playing a video game with a blanket across their lap.  The person puts the controller on the desk and picks up a towel off the shelf to wipe their forehead.,blanket;chair;game;sofa;table;towel;video,"A person is sitting down on a sofa chair with a blanket on their lap and playing a video game in the living room.;A person sits down, with a blanket and controller. Then wipe their brow with a towel",c059 1.00 31.00;c070 0.40 31.00;c151 0.00 5.60;c009 19.30 24.10;c073 0.20 7.80;c071 0.20 7.80;c072 3.80 31.00,29.75
E40VQ,18IT,Bedroom,6,6,Yes,The person was drinking while doing homework. the other person was grasping the shelf.,chair;computer;doorway;homework;paper;shelf;table,"One person walks into the room and cleans up some shelves, while another person is doing work at a desk on a computer.",c145 5.80 21.50;c082 17.50 36.20;c014 30.50 44.20;c011 0.00 50.00;c059 0.00 50.00;c097 0.00 2.70,48.75
P76PG,4I2W,Kitchen,7,6,Yes,A person is sitting on the sofa looking out the window while holding a pillow.,chair;pillow;window,This person is sitting down holding a pillow while looking out a window.;A person is sitting in a chair with a pillow in their lap looking out a window.,c076 0.00 10.80;c092 0.00 38.00;c059 0.00 38.00,36.58
NVBBD,YMXV,Bedroom,6,5,Yes,A person is seen grasping a doorknob. They open the door and start putting shoes on while sitting down.,chair;door;shoe,A person opens a door by grasping a doorknob and sits in a chair and puts on a shoe.;A person opens up a door and then sits on a chair and puts his shoes on.,c008 0.00 6.50;c141 0.00 7.30;c055 19.10 32.00;c151 3.60 17.30;c059 12.80 32.00;c054 10.50 17.50,31.17
E0U3R,KL48,Bedroom,6,7,Yes,A person tidying up the bedroom walks to the television and turns it off before sitting in a chair next to the door.,bed;blanket;chair;clothes;television;towel,"A person is folding some clothes.  The person then puts the clothes on the bed, turns off the television, and sits in a chair.;Person tidying up the bedroom by folding clothes and making bed.",c059 17.00 22.50;c151 16.40 21.80;c001 8.10 15.20;c004 5.60 13.10;c003 3.60 9.00;c075 4.90 15.30;c037 0.00 7.20;c132 12.20 22.00;c034 0.00 7.20,21.62
2CR02,KFGP,Recreation room / Man cave,6,7,Yes,A person is in the man cave watching television and sneezing while sitting on the chair.,arm;bottle;chair;hand;laptop;television;tv,A person is sitting holding a bottle and watching tv. The person sneezes into their arm twice and wipes their nose.;A person sneezed and sniffled while watching a video on a screen.,c059 0.00 26.00;c153 3.30 18.80;c132 0.00 26.00,24.50
PON7X,C7O9,Dining room,6,6,Yes,A person is sitting at a dining table eating a sandwich while reading a book. Two children come into the room and begin to play and run around the table.,book;chair;food;sandwich;table,A person is sitting in a  chair at the table reading a book. Some more people run in circles around the table.;A person is sitting at the table reading a book when two people begin running around the table and the person take a bit of something.,c026 0.00 26.00;c032 0.00 26.00;c150 4.60 26.00;c059 0.00 26.00;c011 0.00 26.00;c010 0.00 26.00;c152 9.90 16.60;c067 15.10 21.40;c065 16.10 26.00;c149 9.60 26.00,24.71
8XCHK,9Y7F,Bedroom,6,7,Yes,"One person runs in laughing wearing a blanket, and another person at a chair with homework smiles.",blanket;book;chair;doorway;homework;paper,Person #1 is working on homework on the bed while sitting in a chair. Person #2 walks into the room with a blanket around their back.  Person #2 is smiling and talking with person #1.,c145 0.00 32.00;c059 0.00 32.00;c070 5.50 32.00;c152 7.30 32.00;c029 7.60 23.10;c149 5.80 23.40;c097 5.30 11.30,30.58
L76ND,KFGP,Living room,6,7,Yes,"Person walks into the Living room.  Person turns on the television.  Person sits in a chair, opens a box of cookies and eats the cookies.",chair;food;television;tv,Person turns tv on and sits down on chair and starts watching tv and eating bag of chips.;Someone walks into the living room and turns on the TV and sits on a chair and eats something.,c059 9.20 31.00;c156 12.80 31.00;c062 9.60 17.70;c151 7.20 31.00;c061 4.20 31.00;c132 13.50 31.00,30.17
229ZR,D0RU,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person is sitting in a doorway while another person is playing with a door.,chair;door,"One person is standing in a doorway and another person is sitting in a chair outside the doorway. The person in the doorway swings the door back and forth and the person in the chair swings their leg. The person from the doorway walks out of the picture.;A person is standing in a doorway, opening and closing a door, while another person is sitting in a chair kicking their leg",c059 0.00 41.00;c152 28.80 34.80,40.42
R2RBJ,C7O9,Bathroom,7,7,Yes,A person sits in a chair while talking on the phone. The person takes a tissue and sneezes into it.,chair;kleenex;phone,A person is sitting and talking on the phone. The person grabs a kleenex quickly when they sneeze twice. Then they bring the phone back up to their ear.,c015 0.00 30.00;c059 0.00 30.00;c153 20.40 30.00;c019 0.00 30.00,29.38
NIEUC,QB52,Recreation room / Man cave,6,7,Yes,A person sitting next to a vacuum in a recreation room is watching a phone.,chair;phone;table,A person is sitting playing on a phone,c016 0.00 31.00;c011 0.00 31.00;c015 0.00 31.00;c059 0.00 31.00,29.54
QU2WL,D0RU,Recreation room / Man cave,7,7,Yes,"The person is talking on the phone while sitting at their desk. They are eating a sandwich, and pouring a drink.",bottle;chair;cup;desk;drink;food;phone;table,"The person is on the phone, walking across the room.  He goes to the table, starts eating, sits down, also takes a drink, all while on the phone.;A person is walking around a room while talking on the phone. The person walks to a table, pours a drink and sits down.",c015 0.00 35.00;c019 0.00 35.00;c151 19.70 35.00;c106 26.40 32.80;c059 22.10 35.00;c107 18.20 29.10;c061 8.80 20.80;c063 10.80 18.80;c110 17.90 26.70;c108 18.50 25.60;c156 12.00 19.10;c109 24.00 29.20;c011 20.60 35.00,34.21
8L9LQ,2RTW,Bedroom,6,6,Yes,A person is sitting in a chair at a desk in the living room. The person drinks from a glass of water.,chair;cup;desk;glass;laptop;table;water,A person is sitting at a desk in front of a laptop drinking a glass of water.,c009 11.60 18.20;c106 0.00 32.00;c059 0.00 32.00,30.54
PH3R3,WG9D,Dining room,7,7,Yes,A person is seen watching videos on their laptop. They begin drinking coffee from a cup.,chair;coffee;cup;laptop;table;video,"the person sitting in front of the laptop, watching movie and drinking coffee",c106 1.90 8.40;c051 0.00 9.00;c059 0.00 9.00;c011 0.00 9.00,8.29
LOBSL,KASL,Recreation room / Man cave,7,7,Yes,"A person walks over to the desk. The person takes a cup of coffee from the desk, and drinks from it.",chair;coffee;cup;desk;door;glass;laptop;television,"The person walked into the room and sat in the chair. The person then watched what was on the computer screens.;A person walks into a room, sits down in a chair and looks at a laptop. The person drinks coffee in a mug.",c106 17.20 35.00;c047 14.00 20.30;c059 11.30 37.00;c008 0.40 6.70;c132 2.70 37.00;c097 1.10 6.70;c151 8.70 15.60,36.25
EWY6I,5LWB,Dining room,7,7,Yes,A person drinks a cup of coffee and watches as someone sets some groceries on the table next to them.,bag;chair;coffee;cup;dish;glass;groceries;table,One person is putting groceries in a bag while another is sitting next to him in a chair drinking coffee.;There is a person standing at a table putting groceries in a bag.  There is another person sitting at the table drinking out of a glass.,c106 0.00 10.20;c011 0.00 25.00;c130 0.00 25.00;c020 0.00 25.00;c118 0.00 25.00;c059 0.00 25.00,23.92
29UVO,2Q9D,Living room,6,6,Yes,The person is snuggling with a blanket on the sofa while watching television.,blanket;chair;couch;pillow;remote control;sofa;television;tv,A person is sitting on the couch snuggling a blanket and changing the channel on the TV.;The person snuggled with a blanket on the sofa in the living room. They used the TV remote.,c132 0.00 29.50;c072 0.80 12.30;c123 0.00 31.00;c059 0.00 31.00;c078 0.00 31.00;c070 0.00 31.00,29.88
QDPR8,D0RU,Garage,6,7,Yes,"A person is in their garage sitting on a chair eating food. They sneeze, and drop their plate. They sit at the table trying to fix the plate.",bowl;chair;dish;floor;food;table,A person sits in a chair while eating and drops the bowl on the floor.,c059 6.40 49.60;c064 20.20 25.20;c156 7.90 19.60;c063 0.00 10.40;c061 2.10 24.90;c011 3.30 52.00;c127 33.60 48.30;c151 3.10 12.40;c118 1.60 24.90,50.88
2HAMN,EIO2,Living room,6,6,Yes,A person is snuggling in the bed and working on their laptop.  Another person is watching television.,bed;chair;laptop;television;tv,"Two people are in a room. One person is sitting on a chair watching television, while the other one is lying on the bed with a laptop.;One person is laying on the bed working on a laptop while another person is sitting in a chair watching tv.",c134 0.00 32.00;c052 0.00 32.00;c059 0.00 32.00;c132 0.00 32.00;c051 0.00 32.00,30.67
4VCHD,D0RU,Recreation room / Man cave,6,7,Yes,"A person opens the door to the recreation room, eating a sandwich. The person sits in a chair, and puts the sandwich away in a plastic bag.",bag;chair;door;floor;food;sandwich,"The person is eating and walking through the door. Once the person walked through the door, the person sat down on the chair to watch TV.",c065 7.70 15.10;c024 16.50 25.30;c151 5.80 11.90;c059 5.80 11.30;c008 0.00 3.20;c156 7.30 14.20;c097 0.00 5.40;c062 11.40 19.10;c126 10.90 20.90,35.25
3VM0R,KQI6,Living room,7,7,Yes,A person is snuggling with a pillow on a chair.  Another person is putting a bag down on a desk.,bag;chair;couch;doorway;pillow;table,"A person sits on a plastic chair before taking a pillow from the bed and snuggling with it. Afterwards, another person enters through the door and places a bag on the table.;A person is sitting down in a chair. They grab a pillow and cuddle with it. A second person walks in and places a bag on a table and walks away.",c076 4.60 18.90;c079 0.00 7.70;c024 21.40 27.90;c009 21.40 27.40;c078 4.90 18.90;c059 0.00 18.90;c097 16.50 25.60;c022 20.70 27.60,30.58
0IAGO,70CN,Dining room,7,7,Yes,A person takes off their shoes before they begin trying to fix a light.,chair;doorway;light;shoe,"A person sits down in a chair and takes off their shoes, then stands on the chair and fixes a light then turns the light on.;A person walks into a dining room, sits down and takes off their shoes, stands up on a chair, and begins to fix a light.",c104 13.00 21.00;c151 1.00 6.00;c060 10.00 15.00;c154 7.20 14.50;c059 1.00 11.70;c057 3.40 11.40;c103 13.80 24.00;c054 3.70 12.50;c097 0.00 4.60,28.38
EY8S6,I4RP,Living room,6,6,Yes,A person comes into the entryway to pour a cup of coffee for another person sitting at a small desk.,chair;coffee;cup;desk;laptop;table;video;water,"A person is sitting in a chair. Another person pours coffee in the cup.;A person is sitting in a chair, another person brings water over and pours it.",c011 0.00 18.00;c108 4.60 18.00;c107 0.00 18.00;c059 15.00 18.00,16.92
CEHLQ,DL3G,Home Office / Study (A room in a house used for work),6,6,Yes,A person is putting books on a table and lying in a cozy chair.,book;chair;homework;paper;table,A person is sitting at adesk looking at books they put them on the desk and lean back to go to sleep.;A person is sitting at a desk looking through some books. They put the books in a stack on the desk then lean back in the chair to nap.,c116 0.00 27.30;c026 0.00 25.80;c028 0.00 27.40;c059 0.00 33.00;c011 0.00 33.00;c009 0.00 27.40;c032 0.00 26.90,31.54
